"X1","X2","class"
0.25064947710781,0.364990407262853,5
0.458460523839482,0.597411230377516,1
0.287195180180275,0.37643303585384,5
0.50266552009573,0.036960311780772,NA
0.29000202622831,0.0703410458285372,NA
0.448355233856395,0.597744417867321,1
0.112068483288118,0.567652033124861,4
0.466103543180126,0.537159145312299,1
0.0807240233470826,0.316926608904456,3
0.102372863949028,0.39329531100253,3
0.0358740767924752,0.605606068991969,4
0.0634249442010783,0.557851199880512,4
0.24703304142356,0.78630729255577,NA
0.155714304406247,0.590187790383241,4
0.330847267636451,0.157395291882346,2
0.277992193353313,0.364878453006236,5
0.11937980203588,0.382158978719015,3
0.0961177496383969,0.604932761921779,4
0.0958846043804621,0.308375449580228,3
0.274832539763583,0.178628830586511,NA
0.10335987516825,0.563284144615209,4
0.366085446756143,0.125118611548511,2
0.12849786795724,0.398357416473229,3
0.254729650627575,0.412248224379238,5
0.720759738350255,0.838317624914598,NA
0.288383293283642,0.370657063871992,5
0.430876151247196,0.622907812433641,1
0.328489848403293,0.0945158913195633,2
0.216566197559224,0.366841704755156,5
0.27573883799861,0.371353415387726,5
0.235429862365991,0.377901826413252,5
0.439899073577071,0.570397425035748,1
0.405329032583924,0.608482679464777,1
0.298837605751183,0.3652098732168,5
0.449201186864447,0.597828639824232,1
0.0952182188817751,0.374793907417706,3
0.281466641810383,0.394219387033678,5
0.263076946772821,0.535789605495302,NA
0.353036520086717,0.178355397505272,2
0.29207161826,0.34124866116752,5
0.0952660237463316,0.349807148622444,3
0.224367982813812,0.3696941940402,5
0.254417141293517,0.335944975921075,5
0.445578485999745,0.602446955630115,1
0.0965483452306192,0.37518826416044,3
0.78121385304039,0.305309259548674,NA
0.34592075690648,0.101592508380375,2
0.0505778766753614,0.351153261592254,3
0.461446390650169,0.583592635079817,1
0.284202446595702,0.39085800261665,5
0.332028630968691,0.195148677810874,NA
0.102893829619314,0.582453776681608,4
0.326417097900404,0.372206723144692,5
0.459519380535024,0.602822580582371,1
0.372884038091491,0.111032633552494,2
0.337697991450682,0.137845745716527,2
0.104069751350816,0.394799362065952,3
0.370256180985045,0.0737731844586204,2
0.505365442120062,0.945769141300954,NA
0.344145347742362,0.127461531405587,2
0.0963264464960281,0.366072881820108,3
0.0877292672227698,0.544537309413773,4
0.30531840133626,0.629458601070263,NA
0.295831446464652,0.300668483844288,5
0.443804445786858,0.593762215575401,1
0.453930004953407,0.619162901038233,1
0.336617047824078,0.161137414060027,2
0.338024715138906,0.36712355510143,5
0.0442191847907017,0.358841453462383,3
0.0799814094369499,0.368352525464478,3
0.308076177447755,0.36060771538761,5
0.069757174764927,0.409521550517575,3
0.443373865519557,0.568471083295891,1
0.351058586162527,0.0769778994042669,2
0.332922387389412,0.153180872633904,2
0.132417879170736,0.973914602416255,NA
0.121733855416775,0.592574739212503,4
0.302292337311303,0.410352658086503,5
0.07257544198885,0.612027006308673,4
0.100124372110257,0.585153516170886,4
0.0817986917259282,0.382091521760405,3
0.36162162286526,0.0745993547758959,2
0.272415797072459,0.313073720964622,5
0.103312237210096,0.609144726669933,4
0.322806554420128,0.149433116276104,2
0.905444610401242,0.857697110278207,NA
0.401593658871575,0.126572742403842,2
0.397400686917992,0.0962745226114636,2
0.361111577649275,0.818781140463033,NA
0.113268600945394,0.622621559822475,4
0.265090439061998,0.373127752076695,5
0.281593712681143,0.400172140822327,NA
0.138268194862599,0.372195050856156,3
0.467191855013218,0.620591845486322,1
0.152164346123912,0.592572901921099,4
0.0955232321041456,0.376528087266923,3
0.116086225173193,0.547505158208963,4
0.141546955605631,0.610975678520057,4
0.786719079120222,0.962225624378687,NA
0.100625435911097,0.328644463191102,3
0.424689554532043,0.592332824869861,1
0.071554889321585,0.573205089155838,4
0.831275587261963,0.452894486609187,NA
0.340551967450222,0.196700279334048,2
0.0631915378402126,0.322612750878408,3
0.132244838875792,0.324683472004662,3
0.0945984786014712,0.549557290080961,4
0.462733242405676,0.544631419649361,1
0.344674274518039,0.326892884842611,5
0.284796749258988,0.37459368919209,5
0.375606291023557,0.151592929350923,2
0.108061335124543,0.592478858175881,4
0.324436492884971,0.102887349484523,2
0.0979105539671972,0.57762877024875,4
0.109287097056489,0.603390122948603,4
0.320903517161326,0.415263641610161,5
0.164884326390716,0.596943670062525,4
0.465356552481289,0.599603024228496,1
0.318931916048278,0.319210504335487,5
0.13222886125267,0.570506369631687,4
0.35166083171298,0.0792647660520846,2
0.373674289814108,0.104336315537103,2
0.121810071435662,0.394522364296968,3
0.0996895620342939,0.545886017405422,4
0.293927536457126,0.297773468554102,5
0.102011758101394,0.158224831995772,NA
0.0830689739879163,0.370036629587872,3
0.456184326782254,0.555745440899586,1
0.326266322783812,0.354768189984374,5
0.162743461243264,0.388233164107156,3
0.371325916906747,0.165332180523861,2
0.0935785730300927,0.406026842968039,3
0.0982697968308527,0.594876028305586,4
0.135076094899218,0.550395231963181,4
0.0698713920081257,0.363943311526602,3
0.101672155074201,0.572669289340327,4
0.452125464582801,0.620088382541122,1
0.348800321717245,0.404706133867689,5
0.11714103212753,0.617049942087757,4
0.231721464140173,0.806215716888793,NA
0.448696160235363,0.581190428861309,1
0.282397092068098,0.375793601868525,5
0.342801087952206,0.171718930398594,2
0.100699033557432,0.585865262901182,4
0.377545352322358,0.212231377408452,2
0.362390171475772,0.108325502540436,2
0.0658878064693266,0.327125115056474,3
0.2689531820122,0.102926749518258,NA
0.795390162214702,0.570794772448143,NA
0.302603420728217,0.1256398022936,2
0.0998861204629176,0.447231565855652,3
0.385297279388937,0.102394111843982,2
0.337398499712302,0.147442494892708,2
0.438729358822308,0.567608562696351,1
0.309555576342813,0.147268938979094,2
0.336435942754955,0.151289743912486,2
0.424529939563142,0.577377476898603,1
0.0931892087134619,0.39866933534754,3
0.116835893461627,0.34101936419288,3
0.0726808040039027,0.400185600575243,3
0.423278040476155,0.629121965831006,1
0.491531118859696,0.143174856934296,NA
0.302758411469864,0.360502156721225,5
0.336472963656921,0.111257594526528,2
0.255251111989124,0.419237018336925,5
0.0396414069437821,0.407594549951318,3
0.313722665537551,0.180709595989444,2
0.275781607547525,0.370989070835549,5
0.327989082192811,0.426501853993857,5
0.12720537793153,0.567774001899009,4
0.263381498452441,0.420348593467015,NA
0.300673571557809,0.401693437838173,5
0.146596812184316,0.602525596516029,4
0.677200870929757,0.476055384354598,NA
0.107884624686832,0.561252827007447,4
0.552046587671917,0.388622805041943,NA
0.176557585203016,0.500752223806079,NA
0.367992250463479,0.10956553008005,2
0.464870876405199,0.752907285261573,NA
0.10797297158473,0.581541224072278,4
0.129403641746016,0.62491513418553,4
0.112390594152651,0.578093728643356,4
0.104229760051355,0.390798867037703,3
0.417738181347351,0.599509596960533,1
0.390014119670004,0.604183962077394,1
0.113473035725535,0.384696617243438,3
0.332499695268665,0.214304445303374,2
0.260381962848256,0.357749678572446,5
0.406338220183404,0.157356640112333,2
0.0663772348019288,0.625120129260079,4
0.127112693027878,0.564806043237168,4
0.477381591175618,0.629123987965644,1
0.279506513767985,0.346204506739987,5
0.436859015671395,0.576401065479738,1
0.527742039786314,0.74367391391415,NA
0.0862968737737154,0.590928983778839,4
0.0715418141340348,0.438455602204784,3
0.149417484089382,0.396335730977624,3
0.644011917880379,0.0618120324660898,NA
0.351185310656401,0.156575872814856,2
0.330356985480437,0.131197297039468,2
0.145878074634475,0.667078200857474,NA
0.0820719436984033,0.641285880002068,4
0.0456671253704177,0.358724740431258,3
0.443547711207016,0.610152215719011,1
0.344763265128531,0.393560828824745,5
0.0763886867345145,0.627675507089637,4
0.0805318728881112,0.591300039876156,4
0.873106103609778,0.508902652598735,NA
0.303718584250211,0.381823335291944,5
0.123477893213934,0.381937377545937,3
0.997312403795696,0.532921472645462,NA
0.321174550980789,0.366134567803664,5
0.335013684116351,0.153472211152649,2
0.307308423888982,0.130859842550244,2
0.0938462483082226,0.401116626065279,3
0.136537855362487,0.348511130693552,3
0.0943374717378475,0.452740615997684,3
0.481303425126345,0.553906408237781,1
0.431252760245469,0.609038979684503,1
0.315333168574406,0.365211749468007,5
0.097498640844407,0.393719164750193,3
0.447448460769566,0.602237303432942,1
0.235623185990141,0.389862461625363,5
0.312311265183764,0.373120217963235,5
0.147525226941786,0.351269671230601,3
0.349219478213375,0.155963130537174,2
0.34529842606445,0.313289072637024,5
0.465088281007538,0.583580217335839,1
0.381857307993225,0.134225224716606,2
0.307140969571289,0.130472793512866,2
0.305804333838245,0.408572938016717,5
0.148097123258247,0.582489761464666,4
0.106131517894017,0.365008035512854,3
0.28921373173927,0.392332151004296,5
0.319056406745084,0.336814556641799,5
0.347582944947263,0.15965289949322,2
