"X1","X2","class"
0.159928235076594,0.70316230390578,2
0.352637112119339,0.393718329711912,1
0.283864885510125,0.858246242660601,2
0.375071627731238,0.764970155640938,3
0.117647232384754,0.707297284472905,2
0.6012120468535,0.566108269390272,4
0.128010351985072,0.691668463491572,2
0.189849226050474,0.809046733303538,2
0.590074756363861,0.775436420801001,3
0.303337779616811,0.857368713469424,2
0.295437237425545,0.479915517157452,1
0.417825664905287,0.235072655699565,1
0.365282315897033,0.291158235176855,1
0.61968389304332,0.647819964114936,4
0.434243950501353,0.151548832730634,1
0.387134486316779,0.192205469102222,1
0.607147279454191,0.577395678056272,4
0.640153774469586,0.583825954029832,4
0.654466389107015,0.628051324893256,4
0.469883940350787,0.224064765866743,1
0.424316192563881,0.479371145522549,1
0.180021857235196,0.709739191669263,2
0.334049956308514,0.687509788991768,3
0.627456157188015,0.539455783795168,4
0.643606947679609,0.591953965202523,4
0.26327403191598,0.82801729531491,2
0.549682164705857,0.236465203293621,1
0.552344912027911,0.843725477466441,3
0.453280427095061,0.812633519854613,3
0.707164246482304,0.747529454345496,4
0.544930288176831,0.806704408060539,3
0.135035909741829,0.730581112753908,2
0.29008583689544,0.765732240055216,2
0.673536363499409,0.71143000268245,4
0.644035288456326,0.619380496979828,4
0.460768034275292,0.313103539660602,1
0.198859318350551,0.706281576435242,2
0.641312760565165,0.520809454576923,4
0.668746319587493,0.605373829714208,4
0.672474497965668,0.653843880380963,4
0.449508529639863,0.174132306162085,1
0.467006849325895,0.719412627468352,3
0.457982675047614,0.785357666439597,3
0.252736763951207,0.824367823968382,2
0.270001110574353,0.871699533708072,2
0.707976019712525,0.678193893260497,4
0.426459696387245,0.723196999152014,3
0.206045204928403,0.722515872166055,2
0.460959251444483,0.286829493176039,1
0.680399730031097,0.708921511740985,4
0.273661630193468,0.814383515863218,2
0.615789755331704,0.533575691040907,4
0.598944714770754,0.469191036015131,4
0.420675710521199,0.804102504807184,3
0.471400276139237,0.809494406786287,3
0.37020430757561,0.774030464089879,3
0.565598308212143,0.356324831337958,4
0.416085503788923,0.237804139185404,1
0.571858019037477,0.432275844683653,4
0.582989367739589,0.495173535555094,4
0.407096630746446,0.75947204425229,3
0.664140347799839,0.545993284874106,4
0.492127883878278,0.172507930054669,1
0.644497254631971,0.555781119293176,4
0.633956065765716,0.564879510858325,4
0.506999941339335,0.333311810317844,1
0.681531825937968,0.633094352197078,4
0.538758263797247,0.835161918162405,3
0.351570895675648,0.780237040599699,3
0.247403261245044,0.823287154828346,2
0.570975805811465,0.119220760407213,1
0.699638426803618,0.677082986129652,4
0.46913407644143,0.837634505563378,3
0.198024915697094,0.697797595301093,2
0.550983804799553,0.38207077287265,1
0.278282431491043,0.787804134013554,3
0.37157100162083,0.274227053176953,1
0.702252670488871,0.678832797158395,4
0.128947667888203,0.805201844317365,2
0.641972266041436,0.540702110516559,4
0.306958625239669,0.745308954344642,2
0.276341928377145,0.729217294096498,2
0.248287278653671,0.783328730545536,2
0.365098535896703,0.433232696685229,1
0.375265135601987,0.677413501502088,3
0.295715273200794,0.722822067440598,2
0.236862321508403,0.669318734627573,2
0.323456479194819,0.737365151655372,2
0.357996288227411,0.80477806085709,3
0.596292878534593,0.469004733186146,4
0.301219437412359,0.733491913075929,2
0.614920852970802,0.496246942949267,4
0.499451016623828,0.255547414152648,1
0.621028061996466,0.634513549667735,4
0.40077635540291,0.35821674803684,1
0.467607252360563,0.393840743711551,1
0.463242050283334,0.284658460044699,1
0.439006968931162,0.303518096134699,1
0.50606426675547,0.244033931941163,1
0.680584209164816,0.569191374972515,4
0.309992235532966,0.355142100803156,1
0.426372099483891,0.471301582886637,1
0.371966264194589,0.393638435321042,1
0.0330865139064193,0.681696797873859,2
0.690567831246279,0.716275938708402,4
0.697884585092695,0.728380906882957,4
0.65187486728449,0.615711214709837,4
0.208901793569219,0.772779874320231,2
0.517815472419478,0.374369312986577,1
0.414699546795525,0.83657631855488,3
0.319261748043192,0.696349358101756,2
0.613793077637621,0.645308420286897,4
0.366087518265154,0.804549978560758,3
0.124015055620328,0.748386522620616,2
0.37155684806572,0.2538547721059,1
0.468722275307733,0.371322601111095,1
0.171918427113565,0.807127698703545,2
0.412924457577092,0.737705851032196,3
0.153931491196915,0.67608706435256,2
0.219281033185586,0.724346127369444,2
0.686363619501004,0.65343974445789,4
0.116942100596213,0.765529062949096,2
0.338041798499154,0.785694870362094,3
0.163323984485488,0.671255799749844,2
0.353295699156297,0.422407916197844,1
0.475826297239092,0.285712155248362,1
0.512224559418551,0.131842158456561,1
0.422107958939111,0.19906346561149,1
0.46066271980907,0.259095357366012,1
0.48164754152114,0.791428781073479,3
0.448386304190668,0.77527992810153,3
0.613534505690065,0.510228851768768,4
0.343237519698018,0.400495216301222,1
0.646386832954549,0.659775309770691,4
0.139195854042343,0.747193876185232,2
0.296898316058242,0.674801467657421,2
0.663666369403881,0.592002216486053,4
0.474869716834549,0.811851683895271,3
0.431274037654812,0.738988326752265,3
0.505627503163919,0.206393651313252,1
0.344411392969065,0.800374239877315,3
0.444716249209353,0.383068924586273,1
0.223515355507352,0.701111059482933,2
0.386326880996279,0.756920034857931,3
0.423639925015293,0.769371298696482,3
0.692426120757022,0.66975808353115,4
0.42846961298766,0.786400477499175,3
0.428197734104579,0.300690559404793,1
0.373490800860959,0.388686080839815,1
0.517150232895977,0.25733935321288,1
0.424995170947612,0.338353682863746,1
0.754143041412284,0.730627404032674,4
0.128618210774638,0.669682228551984,2
0.435635610518069,0.265886770768656,1
0.436366882345301,0.810829121477299,3
0.545224202913111,0.831535392150958,3
0.256142638860639,0.806688527372324,2
0.631267175574608,0.710018453580518,4
0.291633779406935,0.677787741378787,2
0.548235102041796,0.798471946327394,3
0.588245031005856,0.452441288010674,4
0.101853423567549,0.666680798105842,2
0.601794879001408,0.565162809615623,4
0.465045183446803,0.773476677482588,3
0.172009041858808,0.69772087465527,2
0.242924023204835,0.692515027454916,2
0.688143780493897,0.704743808319276,4
0.367386327679341,0.295023579705013,1
0.571323309609594,0.790122051457413,3
0.45091620474041,0.816355676099912,3
0.608420277267527,0.546112735776839,4
0.440341872219438,0.261069463021363,1
0.462624074569316,0.226502554599685,1
0.551485332174361,0.22334798400316,1
0.60040575211982,0.504525898956125,4
0.577464579749519,0.478667650732684,4
0.663472698369812,0.55260373318343,4
0.453384119268759,0.263029626935207,1
0.358987646026105,0.791292121250585,3
0.325723502496921,0.847426254545773,2
0.355689500087643,0.771669216220349,2
0.666830399467696,0.612265045967918,4
0.276472647465322,0.787591380022836,2
0.126350068553777,0.62247845880655,2
0.276870726903545,0.89593796314746,2
0.627924347247076,0.685509742144932,4
0.265600307891445,0.707494117666461,2
0.226581266413799,0.825505090412153,2
0.571636202064105,0.497023218483101,4
0.424880098375315,0.801061924158479,3
0.61093863103377,0.562838118726666,4
0.255100254113873,0.79299232701109,2
0.195971804315035,0.713697429904986,2
0.294832136012484,0.768256114215841,2
0.418374711083549,0.734442540770334,3
0.263204709498672,0.642797708371801,2
0.418873677956774,0.35132544892489,1
0.47048231696736,0.765077797666608,3
0.321514230526652,0.658123776259076,2
0.210412830823231,0.742081839593876,2
0.430304300551213,0.741851891195324,3
0.367362981314935,0.743301817920688,3
0.17492153360167,0.762276363658055,2
0.213896681971646,0.756502072711836,2
0.425276066081602,0.723862257026514,3
0.267359958550172,0.769085685993776,2
0.578071101687443,0.793869633894739,3
0.59002441168357,0.384380949418069,4
0.205932615570723,0.793785940372787,2
0.495373787054033,0.815332205827463,3
0.218423475357875,0.741475091622799,2
0.5149112800863,0.855063415476413,3
0.414533777178647,0.320718512108025,1
0.625889138872078,0.596526393153145,4
0.248940714939379,0.760098602101468,2
0.179046202581927,0.754540872814913,2
0.390766698101665,0.775559928880838,3
0.606292937092455,0.543694940977491,4
0.270744372693718,0.809205847246443,2
0.424926537843243,0.749636785540027,3
0.649031189021998,0.633987625404497,4
