"X1","X2","class"
0.375201724801105,0.191557072476468,2
0.352831652616928,0.152617966473204,2
0.0734264305480785,0.418165187203779,3
0.36278649913944,0.133625824820766,2
0.388315108684498,0.139122665571172,2
0.109733062617297,0.354109311786303,3
0.441044114717501,0.600735466319934,1
0.0607307240133312,0.29000202622831,NA
0.665200584105762,0.0271412995454975,NA
0.862403128147257,0.712180974564014,NA
0.361443658303947,0.197099008172406,2
0.954768448245771,0.799284476555028,NA
0.339946854318781,0.083127415746905,2
0.361523771983829,0.158498465466793,2
0.0385178899970782,0.387797564796258,3
0.325219665440482,0.105245850149063,2
0.24703304142356,0.78630729255577,NA
0.417509025645651,0.137582440651793,2
0.419685905461959,0.620546819362118,1
0.0957984402529276,0.372363095252492,3
0.378307734577564,0.148339738414154,2
0.098833485779897,0.388121910104253,3
0.354812536922146,0.0745562092753671,2
0.274832539763583,0.178628830586511,NA
0.364099049800934,0.112210352646663,2
0.366085446756143,0.125118611548511,2
0.387353877562027,0.163540523790183,2
0.0715345892883347,0.419719164813635,3
0.720759738350255,0.838317624914598,NA
0.105260154881299,0.379125656684575,3
0.430005373602325,0.622415413542183,1
0.415809906432177,0.555705015785544,1
0.033443059156881,0.375310297567739,3
0.0916143913574137,0.379808306388452,3
0.0513054157247945,0.386356717413977,3
0.439899073577071,0.570397425035748,1
0.405329032583924,0.608482679464777,1
0.114713159109987,0.373664764217526,3
0.449201186864447,0.597828639824232,1
0.35355635456343,0.140934572818225,2
0.0974141181060838,0.403671930412589,3
0.263076946772821,0.535789605495302,NA
0.3528135445936,0.179333002736148,2
0.107017786316846,0.350687502734574,3
0.353532236491089,0.114950161644778,2
0.0393141508706578,0.379133035607254,3
0.0693633093503633,0.345383817488129,3
0.445578485999745,0.602446955630115,1
0.354814557975377,0.140331277182773,2
0.78121385304039,0.305309259548674,NA
0.345697781413363,0.102570113611251,2
0.308621113927002,0.117273879845464,2
0.460575613005299,0.583100236188359,1
0.0982192293505917,0.401280794750032,3
0.332028630968691,0.195148677810874,NA
0.360466364431837,0.13597465800177,2
0.140433880655294,0.382629515278074,3
0.459519380535024,0.602822580582371,1
0.372884038091491,0.111032633552494,2
0.337475015957565,0.138823350947403,2
0.361818090172442,0.160899933171852,2
0.370033205491928,0.0747507896894964,2
0.505365442120062,0.945769141300954,NA
0.429744974809104,0.583263038273691,1
0.354002862380757,0.131175800547821,2
0.0865698395438439,0.334486829769123,3
0.30531840133626,0.629458601070263,NA
0.108918843917584,0.312075226543998,3
0.443804445786858,0.593762215575401,1
0.453059227308537,0.618670502146775,1
0.42134589724595,0.616446522036673,1
0.151184035528736,0.379527950179326,3
0.301672625182313,0.124921977420972,2
0.337362926891664,0.133435397044882,2
0.120234189598731,0.372998408653648,3
0.327138692219641,0.174604422097979,2
0.443373865519557,0.568471083295891,1
0.351058586162527,0.0769778994042669,2
0.332922387389412,0.153180872633904,2
0.132417879170736,0.973914602416255,NA
0.376972321522741,0.150136341289345,2
0.114522272399176,0.423741003730727,3
0.0707272890701156,0.404525783952422,3
0.0974436480779199,0.378206246346661,3
0.338885310750628,0.147154346193498,2
0.36162162286526,0.0745993547758959,2
0.0836444239214783,0.326448364796989,3
0.100631513177759,0.402197456845708,3
0.322806554420128,0.149433116276104,2
0.905444610401242,0.857697110278207,NA
0.48502690398994,0.578941842135821,1
0.480833932036358,0.548643622343443,1
0.361111577649275,0.818781140463033,NA
0.109827228736351,0.417225894908462,3
0.0753896806090601,0.38748634647539,3
0.281593712681143,0.400172140822327,NA
0.395059915457285,0.13723782814194,2
