"x","y","class"
2.37815455700892,3.87454067160511,2
-4.33474699909774,1.23291271069911,1
-0.138448163396844,-3.26397090673402,3
0.0687815298974228,-2.71813450350745,3
-3.68239763682752,0.768999893165956,1
-0.23227938156658,-2.63690912943904,3
-1.03340522809743,-1.65839641903874,3
-3.17079224898295,2.44511906466247,1
-3.34784997474193,1.63959244394409,1
-4.48227148742176,1.76553132090982,1
-0.565861131998294,0.992763833257905,2
-1.83866554717371,0.129747593159921,1
0.949862001572342,3.43053150931482,2
-1.16270187400357,3.54284719723981,2
-3.79283687354911,1.93552218341402,1
-0.351121048352458,-1.67049280514041,3
-1.21365234983752,-1.82365654149382,3
-4.15743437005244,1.58576139927869,1
-0.969174387825735,-2.92957359504062,3
-3.10521927400339,0.362725477908047,1
1.83700715906566,3.62588432233875,2
-3.6109923213718,2.00396815116658,1
-2.69356918134425,3.05097722338629,1
0.868882984632395,-5.15022240979358,3
0.786710465252004,-5.01717773214801,3
0.36002339224718,-5.22107473987229,3
-0.211186437284745,2.84701597771707,2
-3.85222534518969,1.27376205899981,1
-2.85515523909988,2.45831190832904,1
1.05508854746174,-4.56510131357671,3
-3.90567556492811,2.61225584520627,1
-0.0306573349774975,-3.74621806297318,3
2.6045279208318,-0.849303909624354,4
-0.271508738502129,-4.14100998020489,3
1.15348011710501,-4.13784920126414,3
-3.73365859310027,1.11519545810639,1
0.904094842663504,3.70883881372517,2
-0.445634542533757,-0.829772354819698,3
-2.07230663092076,2.00732606248955,1
2.62731113405636,-0.724252591588997,4
-0.642734867588955,-1.55558330595685,3
-1.09441480247951,0.00780001733038721,1
-1.27219327428472,-2.41671632158223,3
1.39983951146071,2.90119621763662,2
1.46547940317536,-4.11617421731666,3
0.231283270045272,-4.37271763254149,3
-0.736741649220984,-2.43378255941875,3
-4.37114915206443,1.71751886399426,1
2.04346543380352,-4.42830922596476,3
1.7773947327821,-3.8744522442394,3
-1.00092354415772,-2.11847837816487,3
-2.02497365043951,1.23787860557204,1
0.0598944896237694,-4.4302397128048,3
-0.321005688273266,-1.45086470203798,3
0.048565981931618,-3.11997739363719,3
-0.267100048803875,-3.01398556969317,3
-0.287298425263655,-3.47957674236855,3
2.07011667662652,-0.16057156743054,4
-0.0657415838526607,-4.21745508319341,3
2.10230112588888,-4.46925366200239,3
-2.43926630484876,1.08267040764458,1
-0.764415020594954,3.53288240587374,2
2.2572026621187,-0.590032979000268,4
-4.71095013999829,2.88442485077322,1
2.89961626352837,-4.45679274360936,4
-1.96115949012835,1.71707697185025,1
2.08515945719786,-1.74977773313889,4
-1.80941174838398,2.59010828321487,1
-0.304339194690153,3.2465238920028,2
1.49169846856758,-5.02297853067796,3
-1.29758005789094,-2.28613105754318,3
-2.55737557265418,-0.115492775822562,1
-0.406498974557184,-3.20468809385378,3
1.50703479031296,5.28965721298078,2
-2.46897980340136,1.45600005768233,1
-2.32072214813164,1.73245749865016,1
-3.73518951495859,2.23371453442177,1
-0.968814098386797,3.56943575291618,1
-1.55634618847703,2.39188329512885,1
-2.97205296274817,1.90045967085506,1
-2.96065574271923,1.87435545150612,1
2.22376651185653,-1.62764020499897,4
-4.07976340125673,1.75772980841395,1
0.141764977845574,-2.9531581364765,3
-4.26302801211016,1.3436966323497,1
-0.2260309528848,-1.28475542088732,3
-3.28516358260069,0.660820289978848,1
0.681221296636059,-5.11782995975377,3
-0.148207387956243,-1.32860350624574,3
3.4686074773708,-2.44025500210952,4
2.50794137304555,3.28003595263705,2
-1.11918880839207,-1.76880633767019,3
-2.6640535534307,2.69241957519974,1
0.504136978099284,-4.00913081024435,3
-0.975459848378865,-2.15292097354186,3
-2.87124718142333,-0.00621645260118742,1
0.892031822152738,2.44123028735043,2
-3.34349798117342,2.82219086002279,1
1.83899438232412,-4.25334094187768,3
0.706676254525585,-3.05037173288741,3
0.530773959392329,-2.41560806892502,3
-3.41094537613955,2.04587059569933,1
0.855998318930656,-4.81240460676111,3
0.743101312177782,-3.41237510375383,3
0.222960666169065,4.07976282969808,2
-5.49254848429947,1.43931307317754,1
0.508609537812667,-2.07803812605328,3
1.28292062825089,-3.50406585125302,3
-3.42180983042516,3.47261962675659,1
0.968375958411397,1.96676693206417,2
0.598281180624421,-2.23152347798394,3
-0.929622195037307,2.89579067618771,1
1.40822120101247,-4.71556825926387,3
0.867883302802883,-4.68390168873228,3
-6.24786421134311,0.280454739824878,1
2.298210722341,-3.20529645872932,4
-2.64261602002705,2.400809124316,1
-4.68213592896701,1.3042399566094,1
-4.28742670922675,-0.86952576216506,1
-0.632878374024418,-2.08110962567297,3
-2.78373265262992,1.00634635497136,1
-3.71951953362971,1.60920841529577,1
0.842504730306486,-3.12045520900373,3
2.89679665867953,-2.24796328152434,4
2.59727300717313,-2.67297093633997,4
2.35886656130501,-1.77130725394202,4
0.786347561676318,-3.67842530639405,3
-2.2423159517271,1.46367483913264,1
-2.4707460339553,3.06498822276696,1
0.771212851188064,-3.65094394568205,3
0.912451823229114,-4.99862482989261,3
-3.64542233495384,3.70264700632964,1
-4.01315295906847,2.12832586620708,1
2.22722679226038,-3.07967941507816,4
-4.60722914940827,3.79931896127143,1
-5.07676585996866,1.67750589837504,1
-0.841244980686137,3.40148599280018,2
-0.925229914855305,-2.67592306720964,3
-3.51523585580102,2.56337238759165,1
-3.51713893124186,0.660203767383448,1
0.976596252760517,-5.04671138666099,3
1.03884922005221,-3.10060559826504,3
0.493155413643725,-4.25974498411373,3
-0.622131833614241,-2.96236943697271,3
-0.266265645995579,-2.49226468865313,3
3.88010985938697,-2.76870566221336,4
0.28686167885359,-1.46614678460293,3
0.673145230376106,-2.49173534368688,3
-1.52337937655204,3.82141372521102,2
-2.92181143729931,1.65603105504635,1
-0.0649540320591899,-3.17912658519587,3
0.685440344124367,-4.15472429874214,3
0.508046759177238,-3.96993512048581,3
3.31788431945971,-3.3932267895663,4
-5.54630256104325,1.5475014662297,1
-0.217746833297247,4.03987210337439,2
1.88496237268009,-4.90016227502744,3
0.0885162698533228,-3.50762203739002,3
0.335243931655723,3.31185088382029,2
2.09636202409928,-2.07168374203256,4
-3.69110161489274,1.67656000908295,1
-0.796996876165708,-2.33196856753808,3
-1.44111083529026,3.04940191349296,2
-2.67741100255622,0.965524124105452,1
2.4808345379153,-2.06242490801659,4
2.0773607901414,-0.931092655033021,4
1.99587232057069,-2.61061208250013,4
0.993320636842647,-3.87037920395608,3
-4.72801204702638,0.544721914711444,1
-0.166750834262843,-4.20602427858299,3
2.1916142665596,4.71734513002832,2
0.0984325853919015,-3.29261730679607,3
1.84610655145782,-0.23970755830527,4
-1.70595587399104,0.0379703962051722,1
0.32005431224045,-4.67169276946629,3
-4.03980697322342,2.15376777978741,1
2.09708519187794,-0.202225140303415,4
0.93063329152121,-0.356043844846251,4
1.82790957173225,-2.18337762059574,4
2.37665355121153,0.411779825142099,4
0.72695110166805,-3.59063858895306,3
-2.45129751175812,-0.015354557737348,1
-3.18735782657562,0.983977428054518,1
0.226077762422988,-1.83570668198977,3
-2.19207534285912,1.61565832550811,1
-0.809987151922737,-2.27445014685051,3
1.02316181686095,-5.60237631741576,3
-0.2913258635783,-3.2325251177434,3
0.76146593232118,3.80142301804923,2
-0.746243128314949,-3.40806005437868,3
0.35988121865997,-4.93390834492798,3
0.500150896391919,-4.1311522935396,3
1.97093816739181,-5.06409050714863,3
1.25224996173023,4.87170348599972,2
0.26399677546035,3.33983972679721,2
-3.34828896699319,-0.0632598936780977,1
-2.51009647380838,0.605830831844727,1
3.63679937769759,-2.18377887421759,4
0.701295163267664,2.75765707809323,2
-2.69335463142887,2.98693009857916,1
-3.31965263269609,2.39639884871346,1
0.275934538914949,-5.02182189281155,3
-0.925435369053058,-2.13964697226727,3
0.7002861852063,-4.2419943975778,3
-2.50123229102601,1.02575810119868,1
0.476110360662136,3.29084124514163,2
-0.492322659412744,-1.15534212627079,3
0.381567669058597,-2.24800728469918,3
0.185513586939706,-1.56954705500632,3
0.567559544974489,-4.38741062672055,3
-0.400721537666096,-2.58074093284658,3
0.804227213546858,-2.4272805954889,3
0.0757334042197157,-3.76764927453695,3
-1.77804008722251,0.872235912922314,1
-0.197230905950896,-0.847574971149613,3
1.10107071194179,3.68108581237777,2
-2.25295669411091,2.85515612298191,1
3.61032232922319,-2.19135345805052,4
-0.0919129566817714,4.42562112065878,2
0.581645655924066,3.65150162193663,2
0.667713242058761,-3.29905119234394,3
-0.750375923310287,-3.34424233978893,3
-2.55402235674715,0.490660248197144,1
-0.449142917090743,-1.44331191084781,3
-0.217280213878019,-2.71413978532195,3
1.08020128728705,-4.92107249667474,3
0.547615403326511,1.84294076583036,2
2.17661512258394,-1.32083384939848,4
0.288801748660921,-4.53329460848859,3
-6.75602447460662,2.27522351656995,1
-2.65992931268929,1.76576119354544,1
0.722129692209531,-4.65950605934645,3
-0.315686339277277,-3.64231412945297,3
-0.718394847710328,-1.21837242584299,1
-4.06073621554,-0.892457782705655,1
3.41027491909352,-2.84290807951148,4
-4.39794306905624,0.751678164230803,1
0.011297435417446,-4.5886142273139,3
2.22657199208087,4.69678056110086,2
-0.812898064306835,-1.89627827299714,3
1.97642593639938,-2.33040442119673,4
-4.04972391823856,1.84721089790155,1
-1.84572569702242,2.19673438272885,1
0.834177322516869,-5.19209119988432,3
2.86629058160841,-2.05400031776164,4
0.541554107009615,5.04023701062424,2
0.580332040760625,-1.88856517782262,3
1.94493112093508,-4.35346027048967,3
0.51197705790723,3.78335736818703,2
-1.60346114071965,2.70115889077431,1
0.093019368374246,3.93404513093079,2
-4.16224044834293,2.80486517273862,1
0.84244737869522,-4.09966702990898,3
-2.14512085263687,2.59833828054488,1
-0.786428025675568,-1.60272956450921,3
0.520394977636056,-5.09720725632857,3
-1.77350280237638,-0.787740041423497,1
-3.19695459915239,0.588340398293606,1
0.670356869233429,-5.07509338657758,3
-2.27331865632303,0.267789325858671,1
-3.09077862341904,1.99001617171028,1
0.360586843308887,3.68290901777783,2
0.112904066149722,-3.53670882044809,3
2.41237000754646,3.98806701931501,2
-3.45589825286646,1.37394874148185,1
-0.763964643794877,-1.05867536061524,3
-0.16572596140937,4.06146169493943,2
0.37810251549415,-1.5201733795374,3
1.52691223810862,-3.51905003395321,3
-2.60409207158618,2.1505346976567,1
-1.26098774043857,2.38691732286305,1
1.30599998846006,2.68679709288567,2
-4.54345769660887,0.813705217610757,1
-4.51090525919111,1.45282171674097,1
-0.0785844327518815,-0.8571851264062,3
-4.14202515393693,1.89655150021781,1
-3.26002893044966,1.95620628716486,1
1.19654629712218,-4.41488663664097,3
-1.10699493140424,-2.12491236222455,3
0.738655043812897,-4.90741342695629,3
-1.03390155898078,4.5860405865052,2
0.201380242421854,-4.01203949143756,3
0.286629223300077,2.9546947045373,2
-4.21160343903389,1.87160117655364,1
0.857766647524264,-5.30870027642441,3
0.97032190280578,3.10156505544681,2
-3.59568074928111,2.74897102053102,1
-1.56234713903468,2.04777086507081,1
0.944048615867765,-4.6929441474843,3
-1.9477592433716,1.88436926165207,1
-4.33013824216645,2.27842876611747,1
2.43204301471044,-2.76169650159343,4
-2.30912081536656,3.05419481125036,1
3.16737428539051,-2.10154192520504,4
-3.54622663570255,-0.0561050535318797,1
0.624152828123751,-1.87913183661149,3
1.51607210520902,-2.0688862213899,4
-0.583335509156557,1.94226333443781,2
-2.2150316845088,0.99049848260284,1
-4.50679389126964,0.6902338387592,1
-1.17082947791566,-1.55210098647979,3
0.747358708330301,3.36035420780741,2
-2.5326291915175,1.72527084981642,1
